Province,Day,Min Price,Max Price,Avg Price,Avg Selling Price
Jawa Timur,2023-05-25,5450.0000000000000000,5800.0000000000000000,5491.6666666666666667,5492.7268953183875
Jawa Timur,2023-05-26,4650.0000000000000000,5800.0000000000000000,5473.3333333333333333,5512.612451166625
Jawa Timur,2023-05-27,5300.0000000000000000,5625.0000000000000000,5491.9117647058823529,5491.586508235886
Jawa Timur,2023-05-29,5250,5800.0000000000000000,5439.6226415094339623,5451.264787066246
Jawa Timur,2023-05-30,5300.0000000000000000,5750.0000000000000000,5479.1666666666666667,5480.9443605529095
Jawa Timur,2023-05-31,5200.0000000000000000,5750.0000000000000000,5443.3333333333333333,5444.553668725027
Jawa Timur,2023-06-03,5300.0000000000000000,5800.0000000000000000,5409.2592592592592593,5416.130681527686
Jawa Timur,2023-06-05,4775.0000000000000000,5800.0000000000000000,5337.5000000000000000,5336.392655144669
Jawa Timur,2023-06-06,5200.0000000000000000,5800.0000000000000000,5461.5384615384615385,5483.21706322342
Jawa Timur,2023-06-07,5150.0000000000000000,5750.0000000000000000,5345.5882352941176471,5356.387573896366
Jawa Timur,2023-06-08,5150.0000000000000000,5800,5342.8571428571428571,5352.123928049831
Jawa Timur,2023-06-09,5300.0000000000000000,5725.0000000000000000,5350.5952380952380952,5364.754294950029
Jawa Timur,2023-06-10,5300.0000000000000000,5400.0000000000000000,5310.6060606060606061,5310.106865649255
Jawa Timur,2023-06-12,5300.0000000000000000,5550.0000000000000000,5311.5384615384615385,5312.182369434382
Jawa Timur,2023-06-13,5200.0000000000000000,5725.0000000000000000,5350.0000000000000000,5380.444368500244
Jawa Timur,2023-06-14,5200.0000000000000000,5725.0000000000000000,5285.5769230769230769,5279.71144534173
Jawa Timur,2023-06-15,5200.0000000000000000,5375.0000000000000000,5310.0000000000000000,5312.986146741919
Jawa Timur,2023-06-16,4975.0000000000000000,5450.0000000000000000,5257.8947368421052632,5260.4788866063245
Jawa Timur,2023-06-17,5200.0000000000000000,5450.0000000000000000,5333.3333333333333333,5326.96126645122
Jawa Timur,2023-06-19,5050.0000000000000000,5572.0000000000000000,5401.0000000000000000,5457.137444331865
Jawa Timur,2023-06-20,5200.0000000000000000,5572.0000000000000000,5444.4000000000000000,5485.7820457899
Jawa Timur,2023-06-21,5200.0000000000000000,5900.0000000000000000,5730.5000000000000000,5749.946774451737
Jawa Timur,2023-06-22,5350.0000000000000000,5650.0000000000000000,5599.2941176470588235,5597.890855817361
Jawa Timur,2023-06-23,5350.0000000000000000,5650.0000000000000000,5566.6000000000000000,5579.716400054159
Jawa Timur,2023-06-24,5200.0000000000000000,5650.0000000000000000,5504.4000000000000000,5555.302453855227
Jawa Timur,2023-06-26,5200.0000000000000000,5650.0000000000000000,5552.1428571428571429,5587.976580180354
Jawa Timur,2023-06-27,5250.0000000000000000,5650.0000000000000000,5552.5000000000000000,5587.879848482011
Jawa Timur,2023-06-28,5572.0000000000000000,5650.0000000000000000,5615.8750000000000000,5619.180782889098
Jawa Timur,2023-06-30,5250.0000000000000000,5572.0000000000000000,5411.0000000000000000,5397.025166923472
Jawa Timur,2023-07-01,5650.0000000000000000,5650.0000000000000000,5650.0000000000000000,5650.0
Jawa Timur,2023-07-03,5250.0000000000000000,5725.0000000000000000,5574.2500000000000000,5631.208848933545
Jawa Timur,2023-07-04,5250.0000000000000000,5725.0000000000000000,5359.0000000000000000,5439.266383070379
Jawa Timur,2023-07-05,5150.0000000000000000,5900.0000000000000000,5616.6666666666666667,5706.406108305998
Jawa Timur,2023-07-08,5150.0000000000000000,5300.0000000000000000,5259.3750000000000000,5273.687943262411
Jawa Timur,2023-07-10,5150.0000000000000000,5450.0000000000000000,5345.8333333333333333,5335.568948891032
